"행정구역별","산업별","대표자연령대",2013,2014,2015,2016,2017
"경기","광업(05~08)","계",85,101,106,100,101
"경기","광업(05~08)","29세 이하",1,1,1,1,1
"경기","광업(05~08)","30~39세",3,5,5,4,5
"경기","광업(05~08)","40~49세",15,15,11,12,13
"경기","광업(05~08)","50~59세",40,44,46,47,49
"경기","광업(05~08)","60세 이상",26,36,43,36,33
"경기","제조업(10~34)","계",108722,118630,126702,128564,130282
"경기","제조업(10~34)","29세 이하",1015,1569,1780,1964,2172
"경기","제조업(10~34)","30~39세",8126,9830,10363,10766,11057
"경기","제조업(10~34)","40~49세",35198,37036,38172,38235,38575
"경기","제조업(10~34)","50~59세",51057,54142,56084,56834,56952
"경기","제조업(10~34)","60세 이상",13326,16053,20303,20765,21526
"경기","전기, 가스, 증기 및 공기조절 공급업(35)","계",154,183,194,225,246
"경기","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",1,3,-,1,3
"경기","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",3,7,5,14,14
"경기","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",15,24,27,29,26
"경기","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",105,109,113,114,133
"경기","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",30,40,49,67,70
"경기","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",1758,1991,2075,2118,2138
"경기","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",12,23,25,37,31
"경기","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",119,149,151,157,176
"경기","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",491,569,543,527,538
"경기","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",858,924,976,1017,1008
"경기","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",278,326,380,380,385
"경기","건설업(41~42)","계",23726,26512,27392,28452,28854
"경기","건설업(41~42)","29세 이하",177,283,312,395,473
"경기","건설업(41~42)","30~39세",1786,2193,2248,2356,2481
"경기","건설업(41~42)","40~49세",9106,9849,9361,9685,9766
"경기","건설업(41~42)","50~59세",10583,11322,11812,12178,12276
"경기","건설업(41~42)","60세 이상",2074,2865,3659,3838,3858
"경기","도매 및 소매업(45~47)","계",180550,191429,197419,201592,204601
"경기","도매 및 소매업(45~47)","29세 이하",4419,5637,5430,6146,6555
"경기","도매 및 소매업(45~47)","30~39세",26292,29358,31019,32554,32512
"경기","도매 및 소매업(45~47)","40~49세",68038,68688,66241,67207,67185
"경기","도매 및 소매업(45~47)","50~59세",61341,64341,67011,67997,68759
"경기","도매 및 소매업(45~47)","60세 이상",20460,23405,27718,27688,29590
"경기","운수 및 창고업(49~52)","계",80280,81965,82293,84762,85870
"경기","운수 및 창고업(49~52)","29세 이하",546,619,639,514,574
"경기","운수 및 창고업(49~52)","30~39세",7802,6480,6372,5376,5049
"경기","운수 및 창고업(49~52)","40~49세",21252,19105,17823,16361,16036
"경기","운수 및 창고업(49~52)","50~59세",32426,35026,34491,33919,33105
"경기","운수 및 창고업(49~52)","60세 이상",18254,20735,22968,28592,31106
"경기","숙박 및 음식점업(55~56)","계",134425,138533,140249,145544,149870
"경기","숙박 및 음식점업(55~56)","29세 이하",4478,5937,6156,6736,7809
"경기","숙박 및 음식점업(55~56)","30~39세",16345,18969,22243,24382,25935
"경기","숙박 및 음식점업(55~56)","40~49세",38139,39041,40457,41638,42422
"경기","숙박 및 음식점업(55~56)","50~59세",61226,57809,50924,51784,51273
"경기","숙박 및 음식점업(55~56)","60세 이상",14237,16777,20469,21004,22431
"경기","정보통신업(58~63)","계",5077,5910,6316,6600,6751
"경기","정보통신업(58~63)","29세 이하",75,114,104,134,147
"경기","정보통신업(58~63)","30~39세",750,1046,1013,1068,1072
"경기","정보통신업(58~63)","40~49세",2466,2614,2708,2769,2823
"경기","정보통신업(58~63)","50~59세",1467,1712,1925,2048,2106
"경기","정보통신업(58~63)","60세 이상",319,424,566,581,603
"경기","금융 및 보험업(64~66)","계",6845,6869,6785,6946,7118
"경기","금융 및 보험업(64~66)","29세 이하",70,81,47,69,83
"경기","금융 및 보험업(64~66)","30~39세",680,698,600,633,678
"경기","금융 및 보험업(64~66)","40~49세",2477,2388,2040,2042,2124
"경기","금융 및 보험업(64~66)","50~59세",2869,2882,3243,3418,3459
"경기","금융 및 보험업(64~66)","60세 이상",749,820,855,784,774
"경기","부동산업(68)","계",31820,32668,33043,35972,38130
"경기","부동산업(68)","29세 이하",184,206,155,197,288
"경기","부동산업(68)","30~39세",1810,1780,1751,2017,2029
"경기","부동산업(68)","40~49세",9447,9540,9150,9782,9359
"경기","부동산업(68)","50~59세",14395,14354,13994,15298,16636
"경기","부동산업(68)","60세 이상",5984,6788,7993,8678,9818
"경기","전문, 과학 및 기술 서비스업(70~73)","계",15986,17442,18329,18989,19552
"경기","전문, 과학 및 기술 서비스업(70~73)","29세 이하",126,205,200,272,282
"경기","전문, 과학 및 기술 서비스업(70~73)","30~39세",2003,2367,2390,2559,2654
"경기","전문, 과학 및 기술 서비스업(70~73)","40~49세",6078,6300,6430,6535,6652
"경기","전문, 과학 및 기술 서비스업(70~73)","50~59세",5605,6054,6354,6561,6729
"경기","전문, 과학 및 기술 서비스업(70~73)","60세 이상",2174,2516,2955,3062,3235
"경기","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",11710,12943,13041,13348,13708
"경기","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",203,296,250,313,346
"경기","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",1527,1885,1803,1882,1873
"경기","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",4012,4384,4292,4371,4438
"경기","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",4718,4790,4718,4775,4952
"경기","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",1250,1588,1978,2007,2099
"경기","공공행정, 국방 및 사회보장 행정(84)","계",1720,1732,1810,1828,1842
"경기","공공행정, 국방 및 사회보장 행정(84)","29세 이하",1,-,-,1,1
"경기","공공행정, 국방 및 사회보장 행정(84)","30~39세",25,28,23,24,24
"경기","공공행정, 국방 및 사회보장 행정(84)","40~49세",323,285,210,181,167
"경기","공공행정, 국방 및 사회보장 행정(84)","50~59세",1307,1330,1438,1497,1518
"경기","공공행정, 국방 및 사회보장 행정(84)","60세 이상",64,89,139,125,132
"경기","교육 서비스업(85)","계",39029,39822,40254,42039,43757
"경기","교육 서비스업(85)","29세 이하",1137,1305,1266,1455,1651
"경기","교육 서비스업(85)","30~39세",9013,8982,9582,10279,10578
"경기","교육 서비스업(85)","40~49세",17879,17507,16230,16754,17298
"경기","교육 서비스업(85)","50~59세",8451,9224,10069,10449,11200
"경기","교육 서비스업(85)","60세 이상",2549,2804,3107,3102,3030
"경기","보건업 및 사회복지 서비스업(86~87)","계",29716,31330,30974,32897,33888
"경기","보건업 및 사회복지 서비스업(86~87)","29세 이하",179,175,122,139,159
"경기","보건업 및 사회복지 서비스업(86~87)","30~39세",4849,4802,4289,4527,4887
"경기","보건업 및 사회복지 서비스업(86~87)","40~49세",14083,14137,12851,13229,13698
"경기","보건업 및 사회복지 서비스업(86~87)","50~59세",8352,9490,10356,11085,11410
"경기","보건업 및 사회복지 서비스업(86~87)","60세 이상",2253,2726,3356,3917,3734
"경기","예술, 스포츠 및 여가관련 서비스업(90~91)","계",22962,23059,22468,24999,27508
"경기","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",675,777,715,929,1104
"경기","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",4345,4214,3901,4581,5243
"경기","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",7302,7089,6776,7429,7983
"경기","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",8400,8384,8027,8748,9264
"경기","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",2240,2595,3049,3312,3914
"경기","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",78419,78835,78207,80776,83602
"경기","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",1183,1385,1423,1778,2101
"경기","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",9769,9546,9619,10644,10811
"경기","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",27036,26121,24323,25029,24793
"경기","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",28459,28396,27690,27803,28852
"경기","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",11972,13387,15152,15522,17045
"강원","전체 산업","계",129403,133314,133517,136452,140058
"강원","전체 산업","29세 이하",2529,2795,2634,2882,3083
"강원","전체 산업","30~39세",14601,14810,15020,15616,15591
"강원","전체 산업","40~49세",38302,38513,37390,37480,37050
"강원","전체 산업","50~59세",50476,50793,48778,49233,50088
"강원","전체 산업","60세 이상",23495,26403,29695,31241,34246
"강원","농업, 임업 및 어업(01~03)","계",201,258,256,285,312
"강원","농업, 임업 및 어업(01~03)","29세 이하",-,3,2,2,1
"강원","농업, 임업 및 어업(01~03)","30~39세",11,17,15,14,18
"강원","농업, 임업 및 어업(01~03)","40~49세",39,54,60,63,73
"강원","농업, 임업 및 어업(01~03)","50~59세",109,134,124,132,132
"강원","농업, 임업 및 어업(01~03)","60세 이상",42,50,55,74,88
"강원","광업(05~08)","계",149,165,166,171,170
"강원","광업(05~08)","29세 이하",2,3,1,1,1
"강원","광업(05~08)","30~39세",5,5,6,5,7
"강원","광업(05~08)","40~49세",21,18,19,20,21
"강원","광업(05~08)","50~59세",75,83,92,91,86
"강원","광업(05~08)","60세 이상",46,56,48,54,55
"강원","제조업(10~34)","계",7332,8007,8160,8232,8346
"강원","제조업(10~34)","29세 이하",70,104,85,94,88
"강원","제조업(10~34)","30~39세",543,601,668,702,673
"강원","제조업(10~34)","40~49세",2024,2203,2136,2102,2071
"강원","제조업(10~34)","50~59세",3171,3326,3238,3241,3229
"강원","제조업(10~34)","60세 이상",1524,1773,2033,2093,2285
"강원","전기, 가스, 증기 및 공기조절 공급업(35)","계",84,94,96,107,124
"강원","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",-,-,-,-,2
"강원","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",3,4,3,3,5
"강원","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",9,13,5,11,11
"강원","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",56,60,64,66,71
"강원","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",16,17,24,27,35
"강원","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",415,460,460,464,463
"강원","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",-,4,5,6,6
"강원","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",32,18,18,27,25
"강원","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",77,104,97,96,95
"강원","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",233,234,221,229,232
"강원","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",73,100,119,106,105
"강원","건설업(41~42)","계",5490,6048,6156,6450,6641
"강원","건설업(41~42)","29세 이하",43,59,67,84,93
"강원","건설업(41~42)","30~39세",484,474,445,468,449
"강원","건설업(41~42)","40~49세",2163,2346,2264,2337,2340
"강원","건설업(41~42)","50~59세",2348,2565,2618,2706,2814
"강원","건설업(41~42)","60세 이상",452,604,762,855,945
"강원","도매 및 소매업(45~47)","계",31453,32348,32867,32930,33095
"강원","도매 및 소매업(45~47)","29세 이하",733,785,749,782,791
"강원","도매 및 소매업(45~47)","30~39세",3823,3909,4015,4117,3907
"강원","도매 및 소매업(45~47)","40~49세",9885,9918,9595,9467,9097
"강원","도매 및 소매업(45~47)","50~59세",10783,10953,10906,10998,11058
"강원","도매 및 소매업(45~47)","60세 이상",6229,6783,7602,7566,8242
"강원","운수 및 창고업(49~52)","계",10179,10404,10011,10186,10610
"강원","운수 및 창고업(49~52)","29세 이하",75,70,57,64,64
"강원","운수 및 창고업(49~52)","30~39세",816,714,721,574,604
"강원","운수 및 창고업(49~52)","40~49세",2584,2472,2237,2037,2206
"강원","운수 및 창고업(49~52)","50~59세",4277,4326,4046,3836,4085
"강원","운수 및 창고업(49~52)","60세 이상",2427,2822,2950,3675,3651
"강원","숙박 및 음식점업(55~56)","계",35684,36263,36109,36978,38126
"강원","숙박 및 음식점업(55~56)","29세 이하",977,1134,1122,1193,1331
"강원","숙박 및 음식점업(55~56)","30~39세",3548,3865,4275,4555,4737
"강원","숙박 및 음식점업(55~56)","40~49세",8597,8588,8733,8878,8763
"강원","숙박 및 음식점업(55~56)","50~59세",15809,15220,13558,13584,13429
"강원","숙박 및 음식점업(55~56)","60세 이상",6753,7456,8421,8768,9866
"강원","정보통신업(58~63)","계",659,690,694,729,783
"강원","정보통신업(58~63)","29세 이하",15,16,9,19,17
"강원","정보통신업(58~63)","30~39세",73,91,69,80,103
"강원","정보통신업(58~63)","40~49세",226,249,246,255,268
"강원","정보통신업(58~63)","50~59세",283,265,289,295,319
"강원","정보통신업(58~63)","60세 이상",62,69,81,80,76
"강원","금융 및 보험업(64~66)","계",1563,1549,1546,1561,1591
"강원","금융 및 보험업(64~66)","29세 이하",14,20,7,4,8
"강원","금융 및 보험업(64~66)","30~39세",139,131,113,104,111
"강원","금융 및 보험업(64~66)","40~49세",517,482,434,453,453
"강원","금융 및 보험업(64~66)","50~59세",636,652,714,733,751
"강원","금융 및 보험업(64~66)","60세 이상",257,264,278,267,268
"강원","부동산업(68)","계",2632,2813,2901,3168,3426
"강원","부동산업(68)","29세 이하",18,15,21,20,21
"강원","부동산업(68)","30~39세",166,159,164,194,194
"강원","부동산업(68)","40~49세",667,697,693,755,790
"강원","부동산업(68)","50~59세",1125,1172,1133,1252,1288
"강원","부동산업(68)","60세 이상",656,770,890,947,1133
"강원","전문, 과학 및 기술 서비스업(70~73)","계",2209,2345,2368,2457,2590
"강원","전문, 과학 및 기술 서비스업(70~73)","29세 이하",26,28,31,35,35
"강원","전문, 과학 및 기술 서비스업(70~73)","30~39세",241,246,257,280,281
"강원","전문, 과학 및 기술 서비스업(70~73)","40~49세",780,805,781,805,850
"강원","전문, 과학 및 기술 서비스업(70~73)","50~59세",866,920,910,936,979
"강원","전문, 과학 및 기술 서비스업(70~73)","60세 이상",296,346,389,401,445
"강원","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",2184,2356,2393,2458,2551
"강원","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",52,59,40,41,44
"강원","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",430,440,373,385,381
"강원","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",767,814,820,831,820
"강원","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",693,767,805,809,849
"강원","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",242,276,355,392,457
"강원","공공행정, 국방 및 사회보장 행정(84)","계",792,788,788,796,798
"강원","공공행정, 국방 및 사회보장 행정(84)","29세 이하",-,1,1,1,1
"강원","공공행정, 국방 및 사회보장 행정(84)","30~39세",14,13,16,15,16
"강원","공공행정, 국방 및 사회보장 행정(84)","40~49세",137,137,112,88,94
"강원","공공행정, 국방 및 사회보장 행정(84)","50~59세",595,583,581,617,617
"강원","공공행정, 국방 및 사회보장 행정(84)","60세 이상",46,54,78,75,70
"강원","교육 서비스업(85)","계",5816,5810,5752,5879,5973
"강원","교육 서비스업(85)","29세 이하",164,147,135,169,174
"강원","교육 서비스업(85)","30~39세",1290,1275,1177,1213,1186
"강원","교육 서비스업(85)","40~49세",2415,2370,2262,2276,2243
"강원","교육 서비스업(85)","50~59세",1368,1374,1454,1530,1703
"강원","교육 서비스업(85)","60세 이상",579,644,724,691,667
"강원","보건업 및 사회복지 서비스업(86~87)","계",4068,4264,4312,4484,4571
"강원","보건업 및 사회복지 서비스업(86~87)","29세 이하",42,48,34,38,36
"강원","보건업 및 사회복지 서비스업(86~87)","30~39세",618,583,548,553,555
"강원","보건업 및 사회복지 서비스업(86~87)","40~49세",1621,1637,1516,1568,1554
"강원","보건업 및 사회복지 서비스업(86~87)","50~59세",1327,1424,1545,1613,1637
"강원","보건업 및 사회복지 서비스업(86~87)","60세 이상",460,572,669,712,789
"강원","예술, 스포츠 및 여가관련 서비스업(90~91)","계",3961,4060,3956,4280,4576
"강원","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",117,127,99,119,151
"강원","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",738,723,646,722,804
"강원","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",1212,1193,1158,1244,1210
"강원","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",1403,1439,1374,1463,1566
"강원","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",491,578,679,732,845
"강원","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",14532,14592,14526,14837,15312
"강원","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",181,172,169,210,219
"강원","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",1627,1542,1491,1605,1535
"강원","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",4561,4413,4222,4194,4091
"강원","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",5319,5296,5106,5102,5243
"강원","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",2844,3169,3538,3726,4224
"충북","전체 산업","계",115610,119498,121492,124834,126224
"충북","전체 산업","29세 이하",2287,2677,2672,2945,3213
"충북","전체 산업","30~39세",13912,14592,15055,15961,15382
"충북","전체 산업","40~49세",36477,36762,35510,35855,35010
"충북","전체 산업","50~59세",44772,45077,44249,45089,45647
"충북","전체 산업","60세 이상",18162,20390,24006,24984,26972
"충북","농업, 임업 및 어업(01~03)","계",156,172,185,231,265
"충북","농업, 임업 및 어업(01~03)","29세 이하",1,3,5,7,2
"충북","농업, 임업 및 어업(01~03)","30~39세",8,11,19,26,35
"충북","농업, 임업 및 어업(01~03)","40~49세",43,48,41,57,62
"충북","농업, 임업 및 어업(01~03)","50~59세",81,83,85,91,103
"충북","농업, 임업 및 어업(01~03)","60세 이상",23,27,35,50,63
"충북","광업(05~08)","계",83,94,89,92,94
"충북","광업(05~08)","29세 이하",-,-,-,-,-
"충북","광업(05~08)","30~39세",10,8,8,10,8
"충북","광업(05~08)","40~49세",16,17,17,12,18
"충북","광업(05~08)","50~59세",30,30,27,31,30
"충북","광업(05~08)","60세 이상",27,39,37,39,38
"충북","제조업(10~34)","계",11135,12118,12741,12905,13190
"충북","제조업(10~34)","29세 이하",78,135,161,164,174
"충북","제조업(10~34)","30~39세",843,959,1004,1039,1037
"충북","제조업(10~34)","40~49세",3084,3347,3374,3407,3483
"충북","제조업(10~34)","50~59세",5139,5352,5379,5426,5487
"충북","제조업(10~34)","60세 이상",1991,2325,2823,2869,3009
"충북","전기, 가스, 증기 및 공기조절 공급업(35)","계",49,53,56,58,73
"충북","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",-,-,-,-,1
"충북","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",1,-,1,1,3
"충북","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",5,7,7,7,9
"충북","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",33,29,30,32,39
"충북","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",10,17,18,18,21
"충북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",406,452,447,441,438
"충북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",5,4,5,4,7
"충북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",38,33,24,19,20
"충북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",91,109,116,111,104
"충북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",204,214,200,207,207
"충북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",68,92,102,100,100
"충북","건설업(41~42)","계",4696,5027,5271,5257,5220
"충북","건설업(41~42)","29세 이하",40,56,58,63,68
"충북","건설업(41~42)","30~39세",406,474,466,444,433
"충북","건설업(41~42)","40~49세",1848,1913,1885,1829,1731
"충북","건설업(41~42)","50~59세",1971,2052,2148,2188,2236
"충북","건설업(41~42)","60세 이상",431,532,714,733,752
"충북","도매 및 소매업(45~47)","계",28978,29836,30481,30512,30663
"충북","도매 및 소매업(45~47)","29세 이하",727,861,771,829,860
"충북","도매 및 소매업(45~47)","30~39세",4079,4219,4376,4545,4201
"충북","도매 및 소매업(45~47)","40~49세",9942,9849,9472,9426,9159
"충북","도매 및 소매업(45~47)","50~59세",9740,9970,10068,10057,10213
"충북","도매 및 소매업(45~47)","60세 이상",4490,4937,5794,5655,6230
"충북","운수 및 창고업(49~52)","계",10417,10522,10359,11580,10959
"충북","운수 및 창고업(49~52)","29세 이하",56,53,51,55,56
"충북","운수 및 창고업(49~52)","30~39세",810,717,694,706,525
"충북","운수 및 창고업(49~52)","40~49세",2581,2440,2195,2193,2000
"충북","운수 및 창고업(49~52)","50~59세",4510,4553,4377,4653,4402
"충북","운수 및 창고업(49~52)","60세 이상",2460,2759,3042,3973,3976
"충북","숙박 및 음식점업(55~56)","계",24451,25076,25523,26377,26856
"충북","숙박 및 음식점업(55~56)","29세 이하",794,913,985,1103,1218
"충북","숙박 및 음식점업(55~56)","30~39세",2835,3202,3608,3947,4044
"충북","숙박 및 음식점업(55~56)","40~49세",6616,6867,7027,7211,6938
"충북","숙박 및 음식점업(55~56)","50~59세",10893,10325,9213,9409,9400
"충북","숙박 및 음식점업(55~56)","60세 이상",3313,3769,4690,4707,5256
"충북","정보통신업(58~63)","계",557,554,553,570,587
"충북","정보통신업(58~63)","29세 이하",2,4,7,8,11
"충북","정보통신업(58~63)","30~39세",78,66,60,59,68
"충북","정보통신업(58~63)","40~49세",220,214,192,196,199
"충북","정보통신업(58~63)","50~59세",218,219,234,244,249
"충북","정보통신업(58~63)","60세 이상",39,51,60,63,60
"충북","금융 및 보험업(64~66)","계",1278,1264,1248,1224,1260
"충북","금융 및 보험업(64~66)","29세 이하",6,11,5,2,8
"충북","금융 및 보험업(64~66)","30~39세",99,102,60,59,67
"충북","금융 및 보험업(64~66)","40~49세",371,350,314,299,331
"충북","금융 및 보험업(64~66)","50~59세",498,502,547,563,567
"충북","금융 및 보험업(64~66)","60세 이상",304,299,322,301,287
"충북","부동산업(68)","계",2842,3104,3081,3337,3496
"충북","부동산업(68)","29세 이하",12,16,20,27,30
"충북","부동산업(68)","30~39세",170,191,170,188,182
"충북","부동산업(68)","40~49세",851,966,877,935,911
"충북","부동산업(68)","50~59세",1215,1230,1224,1327,1410
"충북","부동산업(68)","60세 이상",594,701,790,860,963
"충북","전문, 과학 및 기술 서비스업(70~73)","계",1999,2133,2237,2289,2312
"충북","전문, 과학 및 기술 서비스업(70~73)","29세 이하",15,19,19,25,33
"충북","전문, 과학 및 기술 서비스업(70~73)","30~39세",233,249,258,276,250
"충북","전문, 과학 및 기술 서비스업(70~73)","40~49세",798,830,802,796,770
"충북","전문, 과학 및 기술 서비스업(70~73)","50~59세",653,701,779,797,834
"충북","전문, 과학 및 기술 서비스업(70~73)","60세 이상",300,334,379,395,425
"충북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",2010,2175,2214,2236,2342
"충북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",24,38,38,47,58
"충북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",261,296,278,314,294
"충북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",666,707,695,673,702
"충북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",771,800,809,809,839
"충북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",288,334,394,393,449
"충북","공공행정, 국방 및 사회보장 행정(84)","계",538,559,566,568,566
"충북","공공행정, 국방 및 사회보장 행정(84)","29세 이하",-,-,-,-,-
"충북","공공행정, 국방 및 사회보장 행정(84)","30~39세",10,10,5,5,5
"충북","공공행정, 국방 및 사회보장 행정(84)","40~49세",95,90,65,46,53
"충북","공공행정, 국방 및 사회보장 행정(84)","50~59세",398,419,435,450,445
"충북","공공행정, 국방 및 사회보장 행정(84)","60세 이상",35,40,61,67,63
"충북","교육 서비스업(85)","계",5389,5375,5363,5399,5449
"충북","교육 서비스업(85)","29세 이하",183,194,184,200,210
"충북","교육 서비스업(85)","30~39세",1260,1253,1283,1309,1229
"충북","교육 서비스업(85)","40~49세",2272,2177,2004,2003,2009
"충북","교육 서비스업(85)","50~59세",1148,1233,1348,1392,1499
"충북","교육 서비스업(85)","60세 이상",526,518,544,495,502
"충북","보건업 및 사회복지 서비스업(86~87)","계",3913,4153,4258,4448,4578
"충북","보건업 및 사회복지 서비스업(86~87)","29세 이하",39,43,30,31,38
"충북","보건업 및 사회복지 서비스업(86~87)","30~39세",618,654,625,654,628
"충북","보건업 및 사회복지 서비스업(86~87)","40~49세",1656,1672,1566,1630,1640
"충북","보건업 및 사회복지 서비스업(86~87)","50~59세",1208,1326,1453,1525,1604
"충북","보건업 및 사회복지 서비스업(86~87)","60세 이상",392,458,584,608,668
"충북","예술, 스포츠 및 여가관련 서비스업(90~91)","계",3585,3585,3594,3916,4178
"충북","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",118,114,132,148,165
"충북","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",667,632,615,702,741
"충북","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",1148,1101,1077,1173,1180
"충북","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",1274,1319,1206,1316,1456
"충북","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",378,419,564,577,636
"충북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",13128,13246,13226,13394,13698
"충북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",187,213,201,232,274
"충북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",1486,1516,1501,1658,1612
"충북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",4174,4058,3784,3851,3711
"충북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",4788,4720,4687,4572,4627
"충북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",2493,2739,3053,3081,3474
"충남","전체 산업","계",145995,154034,158304,161608,166247
"충남","전체 산업","29세 이하",2958,3586,3620,3561,4107
"충남","전체 산업","30~39세",19711,19966,20733,20368,20354
"충남","전체 산업","40~49세",44752,46326,45572,45059,45219
"충남","전체 산업","50~59세",53318,55704,56161,57098,57989
"충남","전체 산업","60세 이상",25256,28452,32218,35522,38578
"충남","농업, 임업 및 어업(01~03)","계",244,306,327,391,434
"충남","농업, 임업 및 어업(01~03)","29세 이하",4,4,2,2,4
"충남","농업, 임업 및 어업(01~03)","30~39세",8,12,20,19,19
"충남","농업, 임업 및 어업(01~03)","40~49세",41,59,61,68,78
"충남","농업, 임업 및 어업(01~03)","50~59세",142,159,168,200,219
"충남","농업, 임업 및 어업(01~03)","60세 이상",49,72,76,102,114
"충남","광업(05~08)","계",115,121,102,105,104
"충남","광업(05~08)","29세 이하",2,1,1,1,1
"충남","광업(05~08)","30~39세",3,6,6,2,2
"충남","광업(05~08)","40~49세",19,20,18,17,26
